headline,label
কৃষককে ইয়াবা দিয়ে ফাঁসাতে গিয়ে বরখাস্ত দুই এসআই,1
সর্বোচ্চ রেমিটেন্স আনার পুরস্কার পেল ইসলামী ব্যাংক,1
জল্লা ইউপির চেয়ারম্যান হত্যা,1
চট্টগ্রামে দুর্ঘটনায় বিজিবি সদস্যের মৃত্যু,1
হিলি দিয়ে ৬ দিন ধরে পাথর আমদানি বন্ধ,1
কর্ণফুলী নদীতে ডুবে ট্রাক হেলপারের মৃত্যু,1
নাটোরে ভ্যানচালকের মরদেহ উদ্ধার,1
"৫৬ শিক্ষকের প্রশাসনিক দায়িত্ব বর্জন, বিশ্ববিদ্যালয় অচল",1
গাইবান্ধায় দুই গৃহবধূসহ তিনজনের মরদেহ উদ্ধার,1
"অস্ট্রেলিয়ায় জনপ্রিয় পর্যটনস্থলে শার্কের হানা, আহত ২",1
তালাকের ৫ বছর পর শ্বশুরবাড়িতে প্রবাসীর মরদেহ,1
বান্দরবানে পালিত হচ্ছে মধু পূর্ণিমা,1
মাজেদাকে ধরিয়ে দিয়ে ১০ হাজার টাকা পুরস্কার নিল তারা,1
মন্ত্রিসভায় চূড়ান্ত অনুমোদনের অপেক্ষায় টেলিযোগাযোগ নীতিমালা,1
মুরগির হামলায় শেয়াল নিহত,0
বিটিভিতে যেবার আমি ইন্টারভিউ দিতে গেলাম,0
বিদেশ থেকে উন্নতমানের বিরোধীদল আমদানি করার পরামর্শ দিলেন অনলাইন রাজনীতি বিশেষজ্ঞরা,0
অবসর নেয়ার ঘোষণা দিলেন মেসি !,0
"মাদারফাকার নহে, ব্রাদারফাকার: সাকা | দৈনিক মতিকণ্ঠ",0
বিয়ের পিড়িতে বসছেন মিয়া খলিফা ! ছেলে কুমিল্লার,0
জুম্মার নামাজে সবচেয়ে বেশি মসজিদে যায় নোয়াখালীর ছেলেরা !,0
প্রধানমন্ত্রীর প্রশ্ন: আমনে আমাত্তে বড় দেশপ্রেমিক? | দৈনিক মতিকণ্ঠ,0
জানেন শিব ঠাকুরের বাবা কে ? জেনে নিন তাহলে... -,0
মেডামের দুয়ায় সমস্যা আছে: মিছবাউল | দৈনিক মতিকণ্ঠ,0
পাঞ্জাবীর দাম বেশি হওয়ায় রেগে গিয়ে সেন্ডু গেঞ্জি কিনেছেন বরিশালের মন্টু!,0
পাকিপ্রেমের পতপত পতাকা  | দৈনিক মতিকণ্ঠ,0
ঈদ অনুষ্ঠানে বেশি বিজ্ঞাপন না দেওয়ায় টিভি ভাঙলেন মিরপুরের এক বাসিন্দা - Bengal Beats,0
এশিয়া কাপের আলকসজ্জার সমালচনা করলেন ফখা | দৈনিক মতিকণ্ঠ,0
সেহরির সময় নোয়াখালীর বন্ধুকে বাথরুমে আটকে রাখলো ফরিদপুরের বন্ধু,0
সমুদ্রের তলদেশে বোমা বিস্ফোরণ করে ঘূর্ণিঝড়টি সৃষ্টি করেছে মায়ানমার !,0
যে কারণে ছেলেদের বাল্যবিবাহ দেয়া উচিত !,0
সুনীলের 'কেউ কথা রাখেনি' কবিতাটি বগুড়ার ভাষায় যেমন শোনাবে,0
গোলাম আজমের ওজন বেড়ে যাওয়ায় পুলিশ ও শিবিরের যৌথ বিক্ষোভ | দৈনিক মতিকণ্ঠ,0
হারানো মোবাইল খুঁজে পাবার সহজ উপায়,0
ঝড়ের সময় বাইতুল মোকাররমে নিহত ১,0
২০১৯ ক্রিকেট বিশ্বকাপ ফাইনাল ইতিহাসের সবচেয়ে দামি ম্যাচ হবে,0
পাশের ফ্ল্যাটের ভাবীর রুমে উঁকি দেয়ার সময় ছুরির আঘাতে নাক হারালো এক মেস মেম্বার!,0
রুই মাছের মাথা খাওয়া নিয়ে মারামারি। আহত ৬ মেস মেম্বার,0
লুকিয়ে পানি খেয়ে লুঙ্গিতে মুখ মোছার সময় হাতেনাতে ধরা খেলো এক যুবক!,0
"মেধাবীরা দেরিতে ঘুমায়, গালি দেয় বেশি : বলছে গবেষণা",0
অবিবাহিতদের জন্য আলাদা ফেসবুক চালু করার জন্য জাকারবার্গের নিকট আবেদনপত্র,0
এবার ভরদুপুরে মোহাম্মদপুর থেকে ছিনতাই হলো ঠান্ডা পানির বোতল - Bengal Beats,0
প্রাচীন কাল থেকে এই কাজ করতে বাঁধা দিত বয়স্করা। এবার এই কাজ করতে বারণ করল বিজ্ঞানীরা... -,0
১০ টাকা দিয়ে তিনি কীভাবে সিনেমা বানাবেন?,0
খায়েরের গায়ে জ্বর ! এলাকাবাসীর মাঝে আতংক,0
টানা ৯ দিন বন্ধের পর অফিসের ঠিকানা ভুলে গেছেন বাড্ডার মাসুম - Bengal Beats,0
ঠাকুর ঘরে যে ৫ টি ভুল করলে কখনোই দেব দেবীর কৃপা পাবেন না। সাবধান হয়ে যান আজই... -,0
নজরুলিস্লামখান,0
‘উন্মাদ’র আহসান হাবীবকে হত্যার হুমকির অভিযোগ,0
গ্যালারিতে থাকা সুন্দরীদের টিভিতে দেখাতে নিষেধাজ্ঞা ফিফার!,0
সালমানের গান দেখে হস্তমৈথুন করে আরো ২ জন অসুস্থ,0
এইচএসসির ফলাফল ১৯জুলাই! পাশের হার ৪৮%!,0
মুসলিমদের গরুর প্রস্রাব খাওয়া উচিত : বললেন রামদেব,0
আবারও আলাল কেলেংকারীতে বিএনপি শাখা | দৈনিক মতিকণ্ঠ,0
ছক্কা ছয়ফুর: সিলেটের কেজরিওয়াল,0
ট্রাইব্যুনালের কাছে মাদারফাকার সাকার প্রশ্ন | দৈনিক মতিকণ্ঠ,0
বদনা আবিষ্কারের ইতিহাস,0
যে কারণে সবসময় সাবটাইটেল দিয়ে মুভি দেখবেন না,0
বিশ্বকাপে আফগানিস্তানের কাছেও হারবে বাংলাদেশ: ম্যাককালাম,0
বিমান কিনলেন বরিশালের আবুল বাসেদ,0
২০১৮ সালে ফোন বিস্ফোরণের শীর্ষে ছিলো শাওমি!,0
বাংলার ফেসবুকাররা যে ১৬টি কাজের জন্য ফেসবুক ব্যবহার করেন,0
শার্লক হোমস যদি ২২১/বি বেকার স্ট্রিটের বদলে মিরপুর সাড়ে ১১তে থাকতেন,0
মাশরাফি এমপি হলে তার ক্রিকেট জীবনে যেসব পরিবর্তন আসতে পারে,0
"বন্ধু গুটি করে ফোনের টাইম পিছিয়ে দিয়েছে, ১ ঘন্টা যাবৎ ইফতার না করে ঘুরছে যশোরের নেয়ামত",0
বিশ্বের ১৭৩ জনের মধ্যে ৩য় সৎ সরকার প্রধান শেখ হাসিনা,0
"ছিলেন ছেলে, হটাৎ করে মেয়ে হয়ে গেলেন এই টেলি অভিনেতা! বিস্তারিত পড়ুন: -",0
মেকাপ ছাড়া নববধূকে দেখে হার্টএ্যাটাক করলেন স্বামী!,0
টয়লেটের দরজা মনে করে বিমানের মূল দরজা ভেঙ্গে ফেলেন নোয়াখালীর এক যাত্রী !,0
আর্মষ্ট্রং এর প্রতি মরনোত্তর ক্ষোভ প্রকাশ করলেন ইউনূস | দৈনিক মতিকণ্ঠ,0
যুবলীগে যোগ দিয়েই আমি ব্লাউজ পরার প্রচলন করেছিলাম : একান্ত সাক্ষাৎকারে জ্ঞানদানন্দিনী দেবী,0
২০২৩ সালের নির্বাচনের মনোনয়নের জন্য এখনই কোচিং সেন্টার খুলতে যাচ্ছে ইইউসিসি,0
শনিবার হরতাল ডেকেছে নিউজিলেন্ড | দৈনিক মতিকণ্ঠ,0
পায়ুপথে বডিস্প্রে’র বোতল ঢুকিয়ে নির্যাতন,0
অনলাইন নীতিমালাকে স্বাগত জানালেন বিদিশা | দৈনিক মতিকণ্ঠ,0
সালমান এফ রহমানের দারিদ্র্যের গল্পটি ছবি তুলে বলতে চান সিএমবি বাতাস,0
বাড়িতে যদি এই ৭টি জিনিস থাকে তাহলে আপনার মারাত্মক ক্ষতি হবেই হবে! -,0
২২ মার্চ সারাদেশের গুরুত্বপূর্ণ শহরে সব ধরনের ব্যাগ বহন নিষিদ্ধ,0
এবার বাংলাদেশি হল থেকে গোপনে ঘুরে গেল সানি লিওন ও মিয়া খলিফা! - Bengal Beats,0
পাশের ফ্ল্যাটের ভাবীর রুমে উঁকি দেয়ার সময় ছুরির আঘাতে নাক হারালো এক মেস মেম্বার!,0
পর্ণ দেখার শীর্ষে চট্টগ্রামের ছেলেরা,0
৩০টি রাজনৈতিক কৌতুক : পড়ে দেখুন তো না হেসে পারেন কিনা,0
বিশ্বকাপে অংশগ্রহনের জন্য ICC-র কাছে আবেদন জানালো নোয়াখালী ক্রিকেট দল - Bengal Beats,0
কোকাকোলা যেভাবে মার্টিন লুথার কিং-এর জন্য 'হ্যাপিনেস' নিয়ে এসেছিল!,0
ধানমন্ডিতে দুইদিন আগে চুরি হয়ে যাওয়া হুয়াওয়ে ফোন ফেরত দিয়ে গেলেন এক চোর - Bengal Beats,0
ঘূর্ণিঝড় ফণীর আঘাতে ঢাকা শহর টিকবে তো?,0
শর্তসাপেক্ষে আলীমের জামিন | দৈনিক মতিকণ্ঠ,0
বিড়ির ভাগ না দেয়ায় পিটিয়ে আহত ! নোয়াখাইল্লা আটক,0
ছোট পোশাক পরলেই মহিলা কর্মীদের এবার থেকে বাড়তি বেতন দেবে এই কোম্পানি! -,0
হাওয়ার উপর হাওয়াগিরি করলেন ফেরদৌস | দৈনিক মতিকণ্ঠ,0
তীব্র গরমে কম্বল গায়ে জড়িয়ে ধরার ভয় দেখিয়ে যুবকের সর্বস্ব কেড়ে নিলো দূর্বৃত্তরা!,0
টিচারদের এই ১০টি ডায়ালগ শোনেনি এমন কেউ নেই! ১০০% গ্যারান্টি! - Bengal Beats,0
এই নির্বাচনের নতুন ভোটারদের জন্য ১০টি eআরকি-পরামর্শ,0
ভ্যালেন্টাইন্স ডে এবার বোন সার্সেইকে নিয়ে পাকিস্তানেই কাটাবো : একান্ত সাক্ষাৎকারে জেইমি ল্যানিস্টার,0
তেগের মানসিকতা লইয়া রাজনীতী করুন: আব্বাস | দৈনিক মতিকণ্ঠ,0
বাসে হস্তমৈথুন করায় আর্জেন্টিনা সমর্থক গ্রেপ্তার,0
শ্রমিক' হিসাবে স্বীকৃতির দাবীতে প্রেমিক সমাজের বিক্ষোভ মিছিল!,0
ইট না ছুড়ে জেসিয়া যে ৮টি উপায়ে সালমান মুক্তাদিরের দরজা খোলাতে পারতেন,0
এই যুগে ইউরোপের হল্যান্ড থেকে দেশে প্রথমবার আলু আনা হলে মানুষের প্রতিক্রিয়া যেমন হতো,0
রমজানে ২ টাকায় পাওয়া যাবে ১০ পদের ইফতার !,0
রাতে ঢাকায় আঘাত হানবে ঘূর্ণিঝড় রিদ্দো!,0
এবার নিষিদ্ধ হচ্ছে ‘টিকটক’,0
টুপাক শাকুরের পাতানো সন্তান “আইভরি শাকুর” এর সাথে একটি ব্যক্তিগত সাক্ষাৎকার - Bengal Beats,0
বিশ্ববিদ্যালয়ে ভর্তির ছয় মাসেও সিঙ্গেল থাকলে ভর্তি বাতিল করা হবেঃ শিক্ষামন্ত্রী,0
যে কারণে হালকা হয়ে গেলো নুসরাত ফারিয়ার রোজা !,0
ঢাকায় আসছেন মিস্টার বিন!,0
"কি ভয়াবহ দৃশ্য, প্রাণভয়ে ছুটে পালাচ্ছে পুলিশ আর তাঁরই পিছনে ক্ষিপ্ত জনতা! -",0
"পর্নোগ্রাফি আইনের প্রতিবাদে বিক্ষোভে উত্তাল সারা দেশ, পুলিশের গুলিতে নিহত ৪ | দৈনিক মতিকণ্ঠ",0
পৃথিবী বিখ্যাত দুই লাইনের ১৮ টি ভূতের গল্প পড়ুন ...😱 -,0
ঢাকা বিশ্ববিদ্যালয়ে হিরো আলমের ভাস্কর্য!,0
প্রেমিকার চেয়েও বেশি প্রতারণা করে ভিক্ষুকরা : বলছে গবেষণা,0
সেহরির সময় ঘুমানোর অভিনয় করায় ছেলেকে জুতা দিয়ে পিটালো পাষন্ড বাবা,0
"নুসরাতের কপালে সিঁদুর, এ যেন মানতেই পারছেন না তাঁর ভক্তরা! -",0
কালসাপ' বলে ডাকায় দুই বন্ধুকে কামড়ে দিলো নেত্রকোনার আরাফাত! - Bengal Beats,0
"ভুলে নব-বধূর ছবিতে হা হা রিয়েক্ট দিলো স্বামী, বিয়ের দিনেই ডিভোর্স দিলো স্ত্রী!",0
মিথিলাকে আবারও বিয়ের প্রস্তাব দিলেন তাহসান!,0
ওয়াইফাই স্পিড বাড়ানোর ৫টি উপায় জেনে নিন – ctnews7,0
সিএনজিওয়ালা মিটারে যেতে রাজি হওয়ায় হার্ট অ্যাটাক করে যাত্রী কোমায় - Bengal Beats,0
দীপু মনিকে হেফাজতের ভর্ৎসনা | দৈনিক মতিকণ্ঠ,0
এবার থাপ্পড় দিয়ে হাতিকে কোমায় পাঠিয়ে দিলেন চিটাগাংয়ের রাজা হ জ ম হাসির উদ্দিন - Bengal Beats,0
পলাশী দিবস নিয়া হইচই কেন: ফখা | দৈনিক মতিকণ্ঠ,0
জিপিএ ৫ পেলে ছেলেদের গার্লফ্রেন্ড দেওয়া হবে – শিক্ষা অধিদপ্তর,0
প্রেমিককে হত্যা করে রান্না করে খেয়ে ফেললো প্রেমিকা!,0
মিরপুরে জোরদার করা হয়েছে তিন স্তর বিশিষ্ট নিশ্ছিদ্র জ্যাম উৎপাদন প্রকল্প,0
"গাঁজা সেবনে চাকরি দেবে নাসা, বেতন ১৪ লাখ!",0
নয়াপল্টনের সংঘর্ষে আলোচিত হেলমেটদলের সদস্য বাংলার জ্যাকসনকে নিয়ে ফটোশপ ব্যাটল,0
মার্চ মাসে জন্ম নেয়‍া ব্যক্তিরা নীতিবান হয় : বলছে গবেষণা,0
আজ শান্তিতে নোবেল ঘোষণা: তালিকায় শেখ হাসিনা,0
আন্ধাধুন সিনেমার শেষে কী বোঝানো হয়েছে? পড়ুন eআরকির 'আন্ধাধুন এন্ডিং এক্সপ্লেইনেশন',0
রাজধানীতে ১ টাকায় ইফতার -সেহেরি দিচ্ছে হিন্দু সংগঠন!,0
বিএনপির শরীরচর্চা কর্মসূচি আসছে | দৈনিক মতিকণ্ঠ,0
ভালোবাসা দিবসে গোলাপ না দেওয়ায় স্ত্রীর হাতে কানমলা খেলেন সাবেক প্রধানমন্ত্রী!,0
সালমানের গান দেখে হস্তমৈথুন করে আরো ২ জন অসুস্থ,0
ফেসবুক ছাড়া এ স্বয়ংসম্পূর্ণতা অর্জন সম্ভব হতো না!',0
চট্টগ্রামে অজগর মেরে হোটেলে মাংস বিক্রির চেষ্টা দুইজনকে ভ্রাম্যমান আদালতের সাজা,0
নোবেল শান্তি পুরস্কার: শেখ হাসিনার নাম প্রস্তাব,0
বিশ্বের দ্বিতীয় সেরা প্রধানমন্ত্রী হিসেবে মনোনীত শেখ হাসিনা,0
আইডল কাজী মারুফের সাথে একান্ত সাক্ষাৎকারে আবেগে আপ্লুত হয়ে পড়লেন কিয়ানু রিভস - Bengal Beats,0
আমি গান গেয়ে কোনো টাকা নেই না' - মাহফুজুর রহমান,0
পায়ুপথে বডিস্প্রে’র বোতল ঢুকিয়ে নির্যাতন,0
অনলাইন গেম 'পাবজি' নিষিদ্ধ করার দাবিতে হাইকোর্টে আবেদন!,0
ডায়রিয়ার বিশেষ ভাইরাস ছড়িয়ে পরছে বিভিন্ন স্কুল কলেজে,0
জ্বি জ্বি জ্বি জ্বি হুজুর' এখন হয়ে গেলো 'জ্বি জ্বি হুজুর',0
শেখ তন্ময়ের ছবিহীন নির্বাচনী প্রচারণা চান বাংলাদেশের বয়ফ্রেন্ডরা,0
ছোটদের জন্য ‘অ্যালকোহলমুক্ত’ গাঁজার বিয়ার আসছে বাজারে!,0
বেগম সাঈদী মানবতাবিরোধী অপরাধ করেছেন: ইসলামী ছাত্রী সংস্থা | দৈনিক মতিকণ্ঠ,0
১০ টাকায় সমুচা-সিঙ্গাড়ার কথা জেনে ঢাবি ভর্তি কোচিং করছেন শায়েস্তা খাঁ,0
কাজের অতিরিক্ত সাড়ে ৪ কোটি টাকা ফেরত দিলেন ছাত্রলীগ নেতা,0
রণবীরের সঙ্গে সম্পর্ক বিচ্ছেদ আশীর্বাদের মতো ছিলো : দিপীকা,0
IAS পরিক্ষায় মেয়েটিকে প্রশ্ন করা হল- কি এমন জিনিস যা ছেলেরা ২০ মিনিটে ক্লান্ত হয়ে যায় কিন্তু মেয়েরা বলে আরো করব ? মেয়েটি যা উত্তর দিল জানলে চমকে যাবেন..... -,0
শাকিব খানকে একের পর এক চুম্মা দিলেন মিম,0
"কেন্দ্রে ক্যামেরার দাবি তৈমুরের, প্রতিবাদ অরুণ চৌধুরীর | দৈনিক মতিকণ্ঠ",0
হারানো মোবাইল খুঁজে পাবার সহজ উপায়,0
নোবেল শান্তির সংক্ষিপ্ত তালিকায় শেখ হাসিনা,0
মিমে মিমে বিজ্ঞাপন : বিলবোর্ড ও সোশ্যাল মিডিয়ায় মিম দিয়ে টিন্ডারের বিজ্ঞাপন ক্যাম্পেইন,0
"মুক্তি পেল ফিফটি শেড্স অফ গ্রে-এর ৪র্থ পর্ব ""ফিফটি কায়দাস অফ কোলাকুলি"" - Bengal Beats",0
বিপিএলে নোয়াখালীর হয়ে খেলবেন হিরো আলম!,0
যৌন পুস্তক সহ ইসলামী ছাত্রী সংস্থার ২৪ ছাত্রী আটক | দৈনিক মতিকণ্ঠ,0
"X' লেখারও যে এতো কৌশল আছে, সেটা আপনি জানতেন কি?",0
ভূমিকম্প !! কেঁপে উঠছে ঢাকার আবাসিক হোটেলগুলো !,0
পাকিস্তান হেরে যাওয়ায় রোজা ভংগ করলেন মেডাম,0
পাদের ধোঁয়া কি সিগারেটের ধোঁয়ার মতই ক্ষতিকর?,0
চ্যানেল ঢাকা গ্রুপটা আমার সবচেয়ে বড় শত্রু,0
"নোয়াখালী চাইলো বিভাগ, আর পেলো রোহিঙ্গা",0
‘শক্তি দই’ সম্পুর্ন নিরাপদ: বাবুনগরী | দৈনিক মতিকণ্ঠ,0
মাসুদ রানা' সিনেমার নায়িকা শ্রদ্ধা কাপুর,0
"অফিস কক্ষে ছাত্রীকে জাপট ধরলো অধ্যক্ষ, অতঃপর…",0
আক্রান্ত না হলে গুলি ছুড়বে না বিএসএফ | দৈনিক মতিকণ্ঠ,0
মানিক ভাইয়ের নির্বাচনী র‍্যাপ গান 'বি কেয়ারফুল' এখন গণমানুষের পার্টি সং,0
খালেদার হাতে জিয়ার ক্রেষ্ট তুলে দিলেন মুসা | দৈনিক মতিকণ্ঠ,0
বেদ্বীনের আবার কিসের ঈদ: তুষার | দৈনিক মতিকণ্ঠ,0
ঐশ্বরিয়া ধীরে ধীরে রাজকুমারের প্রেমে পড়ছেন |,0
জাস্টিস ফর উইমেনের বিরুদ্ধে চাঁদাবাজির অভিযোগ,0
রুবেলের ঈদ গোয়ায়,0
বাধ ভেংগে খসে গেল মমতার জল: ফখরুল | দৈনিক মতিকণ্ঠ,0
রুমমেটের পেস্ট চুরি করে ব্রাশ করা নিয়ে সংঘর্ষ। আহত ৬ মেস মেম্বার!,0
শেখ হাসিনা বিশ্বের দ্বিতীয় সেরা প্রধানমন্ত্রী নির্বাচিতবিশ্বের দ্বিতীয় সেরা প্রধানমন্ত্রী নির্বাচিত হওয়ায় শেখ হাসিনাকে অভিন্দন জানিয়েছে মন্ত্রীসভা।,0
যে কারণে বার্সা সমর্থকদের 'পাছা' বলা হয,0
রিয়াল মাদ্রিদ নয় অবশেষে মোহামেডানে যোগ দিচ্ছেন জিদান - Bengal Beats,0
এক নৌকায় পুরো আবুল হায়াত পরিবার,0
খাবার কম পড়ায় বিয়ের আসরেই শ্যালকের মাথা ফাটালেন বর!,0
"কারো পাদে গন্ধ নেই, আমরা পাদ দিলেই দোষ : বললেন তারেক",0
সেরা সেলফির পুরষ্কার জিতলেন নোয়াখালীর সুমন এবং বরিশালের মিতু !,0
গ্যাসের লোডশেডিংয়ে ঢাকার ঘরে ঘরে আজ বারবিকিউ উৎসব ও ডিজে পার্টি - Bengal Beats,0
বরিশাল হতে যাচ্ছে দ্বিতীয় সিঙ্গাপুর!,0
ইয়াবা খেয়ে দিশা হারিয়ে পায়ে হেঁটে ঢাকা চলে এলো নাটোরের আমজাদ,0
ঈদে “অদ্ভুত ড্রেস” উপহার দেয়ায় প্রেমিকার সাথে সম্পর্ক ছিন্ন করলেন নেত্রকোণার সাইদুল - Bengal Beats,0
পাকিস্তানের সাথে খেলোয়াড় বিনিময় করবে বিসিবি | দৈনিক মতিকণ্ঠ,0
ভারতীয় আর্মির এই দশটি তথ্য প্রত্যেক ভারতীয়ের জানা উচিত -,0
ডিভোর্স বাড়ছে বরিশালে ! অসুখে আক্রান্ত পুরুষরা,0
ছোটদের জন্য ‘অ্যালকোহলমুক্ত’ গাঁজার বিয়ার আসছে বাজারে!,0
ভূমিকম্প !! কেঁপে উঠছে ঢাকার আবাসিক হোটেলগুলো !,0
পাকিস্তানের অফিসিয়াল ভাষা মান্দারিন!,0
জয়ের পথে নুনু,0
পুড়ে গেলে তাৎক্ষণিক ভাবে যা করবেন,0
মুক্ত বাতাসে বাট | দৈনিক মতিকণ্ঠ,0
রিসিপশনিস্টের বেতন যেভাবে এক লক্ষ টাকা হতে পারে,0
দেশের মানুষকে কম খাওয়ার পরামর্শ বাণিজ্যমন্ত্রীর | দৈনিক মতিকণ্ঠ,0
ঢাকায় আসবেন হিলারি | দৈনিক মতিকণ্ঠ,0
পাকা পাইখানার মোহ তেগ করে দেশে ফিরায় খালেদাকে বৃহত্তর জামায়াতী বুদ্ধিজীবিদের অভিনন্দন | দৈনিক মতিকণ্ঠ,0
স্যার ড. মাহফুজুর রহমানের গান শোনার ভয়ে ঈদের আগেই সেতু বানিয়ে পালালো জাপানিরা - Bengal Beats,0
এই গরমে খালি গায়ে ক্লাসে আসায় টানা দশদিন সোয়েটার পরে আসার শাস্তি পেল AIUB ছাত্র - Bengal Beats,0
বেবী গাণ্ডেকে ভারতে আমন্ত্রন জানালেন হাবু সোহেল | দৈনিক মতিকণ্ঠ,0
মিশরীয় মহিলাদের সম্পর্কে যে তথ্যটি আপনাকে অবাক করবে,0
"চঞ্চল স্বভাবের মেয়েরাই ভালো স্ত্রী হয়, গবেষকদের দাবি",0
সন্তানের কাছে বাংলাদেশী বাবা-মায়ের যত চাওয়া - Bengal Beats,0
মসজিদে বায়ুত্যাগের অপরাধে পাকিস্তানিকে মৃত্যুদণ্ড,0
‘সোনার বাংলা’র জবাবে ‘নান্টু ঘটক’ দিয়ে গনেশ বুকে নাম তুলার হুমকি খালেদার | দৈনিক মতিকণ্ঠ,0
একাদশ জাতীয় পারমানবিক ভোটযুদ্ধের দিনগুলোতে ডাক্তারের কাছে একদিন,0
গরমের তীব্রতায় লাচ্ছির লোভ দেখিয়ে মেয়ে পটালো নিউমার্কেটের লোকমান,0
মাতবরি করে আগুন নিভাতে গিয়ে সেন্টুগেঞ্জি পুড়িয়ে ফেললো হাসান,0
শুধুমাত্র স্কোর জেনেই যেভাবে ফেসবুকে ক্রিকেটিয় ইনিংসের রিভিউ দিবেন - Bengal Beats,0
এই ঈদে উঠাও-এ চড়ে শ্বশুরবাড়ি মিরপুরে যেতে বেশি বেশি পাঠাও রাইড নিচ্ছেন মেসি - Bengal Beats,0
আসছে জনপ্রিয় সিরিজ হাউজ অফ কার্ডসের বাংলাদেশি স্পিন অফ 'হাউজ অফ বাবাস',0
"কিনলেন খাসির লেগ পিস, বাসায় এসে দেখেন চিরুনি ! পরিবারে শোকের মাতম",0
তীব্র গরমে যুবককে জ্যাকেট পড়ানোর ভয় দেখিয়ে মোহাম্মদপুরে ছিনতাই - Bengal Beats,0
গাঁজা গাছ সহ মাদক বিক্রেতা আটক !,0
সুন্দরবনে ইন্টারন্যাশনাল ফিল্মসিটি করার চিন্তাভাবনা করছেন ডঃ শাকিব খান - Bengal Beats,0
একজন স্বামী যেভাবে চিড়িয়াখানার গরিলাকে জব্দ করলেন,0
গরম লাগলে আমার কোলে বসুন : নারীযাত্রীকে উবার চালক,0
পায়ুপথে সিগারেট পাচারকালে চট্রগ্রাম বিমানবন্দরে ধরা পড়লো কক্সবাজারের এক যাত্রী - Bengal Beats,0
উন্নয়নশীল দেশের যোগ্যতা অর্জনের স্বীকৃতিপত্র পেল বাংলাদেশ,0
বন্ধুদের সাথে খেতে গেলে যে ৫টি মারদাঙ্গা নিনজা টেকনিক অনুসরণ করবেন - Bengal Beats,0
যৌবনের মেয়াদ শেষ হলে তবেই গ্রামে ফিরবি'(ভিডিও),0
"গন্ডগোল পাকাবেন না, ফর্মুলা থাকলে দিন: প্রধানমন্ত্রী | দৈনিক মতিকণ্ঠ",0
বিয়ের ৩ মিনিটেই ডিভোর্স!,0
জীবনে কখনো প্রেমে বিচ্ছেদ ঘটেছে? দেখুনতো বিচ্ছেদের পর আপনিও ঠিক একই কাজগুলো করেছেন কিনা? - Bengal Beats,0
স্বামীর লাশ ওয়ারড্রবে রেখে অফিস করলেন স্ত্রী,0
রোহিঙ্গাদের বিষয়ে আল্লাহর সাথে সরাসরি আলাপ হচ্ছে : দেওয়ানবাগী হুজুর,0
টাক মাথাওয়ালারাই সবচেয়ে বুদ্ধিমান এবং সফল,0
পর্দার আড়ালে লুকিয়ে টেস্টি স্যালাইন খাওয়ার সময় মিথ্যা-রোজাদার আটক,0
"খালি তথ্য না, গন্ধও আছে: সৈয়দ আশরাফ | দৈনিক মতিকণ্ঠ",0
ডাইলে লবন না দেওয়াতে স্ত্রীকে ডিভোর্স দিলেন বরিশালের মনু - Bengal Beats,0
ক্যান্সার কোনো রোগ নয় বরং ব্যবসার ফাঁদ!,0
চলে গেলেন স্যান্ডি সাহা!,0
গরমের তীব্রতায় লাচ্ছির লোভ দেখিয়ে মেয়ে পটালো নিউমার্কেটের লোকমান,0
"নির্বাচনে আসবেন খালেদা, শর্ত একটাই | দৈনিক মতিকণ্ঠ",0
এরশাদের মতো হাসপাতালে ভর্তি হতে চান বাংলাদেশের হাজারো ব্যাচেলর,0
ভারতের এই ৬ জন পেশাদার ভিখারীর ধন সম্পত্তি আপনাকেও লজ্জায় ফেলে দিতে পারে… -,0
Avengers: Endgame এর টিকেট এর জন্য বসুন্ধরার স্টার সিনেপ্লেক্স থেকে মিরপুর পর্যন্ত লম্বা লাইন  - Bengal Beats,0
২৫ বছরের মধ্যে বিয়ে না করলে অদ্ভুত শাস্তির নির্দেশ!,0
গবেষণায় দাবি- বউ হিসাবে খাটো মেয়েরা ভালো,0
এবার ডোমিনোজের চিকেন ডমিনেটর পিজ্জার গায়ে দেখা গেল সাঈদীর ছবি - Bengal Beats,0
মতামত ও অভিযোগ জানানোর আগেই অগ্রিম ঘুষ প্রদান?,0
দুদকের নিকট অনুপস্থিতিজনিত কারণে শাস্তি মওকুফের জন্য জনৈক ডাক্তারের আবেদনপত্র,0
এত অংগ প্রত্যংগ দিয়া গরিবের কি কাম? : বাবুনগরী | দৈনিক মতিকণ্ঠ,0
মুসলমানি করানোর সময় চিৎকার করেছে গাজীপুরের আনোয়ার,0
সমকামীতা'র হার বেড়েছে চট্টগ্রামে,0
অক্সফোর্ড বিশ্ববিদ্যালয়ের ভাষা অনুষদে যুক্ত হলো মুরাদ টাকলা বিভাগ - Bengal Beats,0
কেমন আছেন কুংফু নায়ক ‍রুবেল ?,0
অনলাইন গেম 'পাবজি' নিষিদ্ধ করার দাবিতে হাইকোর্টে আবেদন!,0
যেভাবে পাতার চশমা ও ব্রেসলেট বানাবেন,0
যেসব মেয়েদের পাছায় তিল আছে তারা বউ হিসেবে লক্ষ্মী হয়,0
প্রতিবেশীর কোন সমস্যা না থাকায় হতাশ মগবাজারের এক পাশের বাসার আন্টি - Bengal Beats,0
অবশেষে ক্যাটরিনাকেই বিয়ে করলেন সালমান!,0
